51.0501 3.71672
51.05 3.71718
51.0545 3.71655
51.0563 3.71596
51.0564 3.71749
51.0572 3.71717
51.0578 3.7185
51.0579 3.71872
51.0581 3.71936
51.0592 3.71862
51.0593 3.71876
51.0624 3.7179
51.0501 3.71672
51.0503 3.71549
51.0505 3.71001
51.0496 3.7071
51.0494 3.7056
51.0484 3.70481
51.0482 3.70472
51.045 3.70298
51.044 3.70249
51.044 3.70239
51.0415 3.69398
51.0247 3.67093
51.0239 3.66892
51.0212 3.66882
51.0201 3.66786
51.0183 3.66543
51.0174 3.66477
51.017 3.66437
51.0036 3.62051
50.9977 3.6069
50.9853 3.56793
50.9832 3.55792
50.9812 3.54646
50.9802 3.53616
50.98 3.53325
50.9795 3.53177
50.9787 3.53016
50.9768 3.52675
50.9631 3.50577
50.9385 3.46876
50.9356 3.46444
50.9323 3.46387
50.9285 3.4622
50.9279 3.46276
50.9267 3.46407
50.9221 3.46007
50.9171 3.45379
50.9125 3.44994
50.9027 3.43555
50.8994 3.43393
50.8958 3.42961
50.8849 3.41752
50.8833 3.41682
